epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8639200925827026,9.999999747378752e-05,0.2521933317184448,0.5823293328285217,0.9666666388511658,0.8095238208770752,0.720589280128479,0.3235294222831726,0.21153846383094788
1,1.0,9.999999747378752e-05,0.06519587337970734,1.0,1.0,0.8095238208770752,0.7292531132698059,0.3235294222831726,0.21153846383094788
2,1.0,9.999999747378752e-05,0.024881858378648758,1.0,1.0,0.8095238208770752,0.9971709251403809,0.3235294222831726,0.21153846383094788
3,1.0,9.999999747378752e-05,0.003938903566449881,1.0,1.0,0.8095238208770752,1.0016062259674072,0.3235294222831726,0.21153846383094788
4,1.0,9.999999747378752e-05,0.009332387708127499,1.0,1.0,0.8095238208770752,1.1751959323883057,0.3235294222831726,0.21153846383094788
5,1.0,9.999999747378752e-05,0.009413538500666618,1.0,1.0,0.8095238208770752,1.1778451204299927,0.3235294222831726,0.21153846383094788
6,1.0,4.999999873689376e-05,0.006714878603816032,1.0,1.0,0.8095238208770752,1.2424278259277344,0.3235294222831726,0.21153846383094788
7,1.0,4.999999873689376e-05,0.0013725023018196225,1.0,1.0,0.8095238208770752,1.2437431812286377,0.3235294222831726,0.21153846383094788
8,1.0,4.999999873689376e-05,0.0052750385366380215,1.0,1.0,0.8095238208770752,1.3021559715270996,0.3235294222831726,0.21153846383094788
9,1.0,4.999999873689376e-05,0.0064565991051495075,1.0,1.0,0.8095238208770752,1.3034276962280273,0.3235294222831726,0.21153846383094788
10,1.0,4.999999873689376e-05,0.0039665307849645615,1.0,1.0,0.8095238208770752,1.3669941425323486,0.3235294222831726,0.21153846383094788
